 ,Auditor,Close Date,ICO Size ($mn),Cumulative ICO Funding ($mn),coinmarketcap URL,Symbol,Current market capitalization (fully diluted) in USD,Trading volume (24hrs),website link (URL),whitepaper link (URL),Date,NOTES,Other links,DeadCoin Listing,Coinopsy Failure Reason,Value Creation % (less than 100% is value destruction),Volume as % of Raise,Volume as % of Market Cap,,Other research,ValueCreationNorm,Governance Transparency,Voting Eligibility,Decision/voting rights,Decision-making mechanism,Voting delegation,Specific governance roles,Internal on-chain audit,Execution quality KPI accountablity,Community co-creation of projects,Interface for centralized systems
Sumerchain,,7/17/2017, $ -   ,#REF!,,,,,,,06/06/2021,No information found,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,#DIV/0!,,,,,,,,,,
SunContract,,8/1/2017, $ 2.41 ,#REF!,https://coinmarketcap.com/currencies/suncontract/,SNC,"3,856,665","241,639",https://suncontract.org/,https://suncontract.org/res/whitepaper.pdf,06/06/2021,,,,,160.03%,10.03%,6.27%,,,3,,,,,,,,,,
SuperNET,,9/22/2014, $ 2.50 ,#REF!,https://coinmarketcap.com/currencies/supernet-unity/,UNITY,,,http://supernet.org/,https://github.com/SuperNETorg/SuperNET-Docs/blob/master/ReadMe.md,06/07/2021,,,,Main reasons for dead coin listing Abandoned or No Volume.,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Suretly,,5/30/2017, $ 1.68 ,#REF!,https://coinmarketcap.com/currencies/suretly/,SUR,"50,763","2,191",https://surco.in/,https://suretly.com/docs/Suretly_whitepaper_v1.2.pdf,06/06/2021,,,,,3.02%,0.13%,4.32%,,,1,,,,,,,,,,
Swarm,,7/19/2014, $ 0.74 ,#REF!,https://coinmarketcap.com/currencies/swarm-network/,SWM,"7,872,664","16,359",https://www.swarmnetwork.org/,https://docs.swarm.fund/Swarm-Whitepaper-eng.pdf,06/07/2021,,,,,1063.87%,2.21%,0.21%,,,4,,,,,,,,,,
Swarm Fund,,10/28/2017, $ 5.37 ,#REF!,,,,,,,06/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Swiss Alps Mining,,7/27/2018,6.02,#REF!,,,,,,,03/06/2021,Inactive,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
SwissBorg (CHSB),,1/10/2018, $ 51.90 ,#REF!,https://coinmarketcap.com/currencies/swissborg/,CHSB,"761,993,919","1,353,948",https://swissborg.com/,https://swissborg.com/en/documents.html,06/06/2021,,,,,1468.20%,2.61%,0.18%,,,4,,,,,,,,,,
Switcheo Network (SWH),,3/17/2018, $ 8.70 ,#REF!,https://coinmarketcap.com/exchanges/switcheo/,,,,https://switcheo.network/,,06/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
SyncFab,,3/15/2018, $ 10.40 ,#REF!,https://coinpaprika.com/coin/mfg-syncfab/,MFG,"17,526,564.88",1 858.95,https://blockchain.syncfab.com/,https://blockchain.syncfab.com/SyncFab_MFG_WP.pdf,06/06/2021,,,,,168.52%,#VALUE!,#VALUE!,,,3,,,,,,,,,,
Synereo,,10/17/2016, $ 4.70 ,#REF!,https://icomarks.com/ico/synereo,AMP,,84.54,http://www.synereo.com/?utm_source=icomarks,https://docs.google.com/document/d/1xmRvAjJEQ72-sR9luS34TG0BOpPn_6ztZjYBFCByKxo/edit,06/07/2021,,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Synexcoin,,6/1/2018, $ 0.49 ,#REF!,,,,,,,05/06/2021,Inactive,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Synth,,6/11/2018, $ 2.00 ,#REF!,,,,,,,04/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
TaaS,,4/27/2017, $ 7.57 ,#REF!,https://coinmarketcap.com/currencies/taas/,TAAS,,,https://taas.fund/,http://taas.fund/media/whitepaper.pdf,06/06/2021,Inactive,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Talao,,7/30/2018,2.34,#REF!,https://coinpaprika.com/coin/talao-talao/,talao,477542,103.76,https://www.talao.io/,,03/06/2021,,,,,20.41%,0.00%,0.02%,,,1,,,,,,,,,,
TaTaTu (TTU),,6/20/2018, $ 575.00 ,#REF!,https://coinpaprika.com/coin/ttu-tatatu/,TTU,"177,954,533.00",326.39,http://tatatutoken.io/,,04/06/2021,,,DEAD,,30.95%,0.00%,0.00%,,,1,,,,,,,,,,
TE-FOOD (TFD),,2/22/2018, $ 19.10 ,#REF!,https://coinmarketcap.com/currencies/te-food/,TONE,"50,139,550","581,791",https://www.te-food.com/,https://ico.tefoodint.com/te-food-white-paper.pdf,06/06/2021,,,,,262.51%,3.05%,1.16%,,,3,,,,,,,,,,
Telcoin,,12/31/2017, $ 25.00 ,#REF!,https://coinmarketcap.com/currencies/telcoin/,TEL,"3,263,738,933","28,518,268",https://www.telco.in/,https://www.telco.in/docs/whitepaper.pdf,06/06/2021,,,,,13054.96%,114.07%,0.87%,,,4,,,,,,,,,,
Telegram,,2/28/2018, $ 850.00 ,#REF!,https://coinmarketcap.com/currencies/telegram-open-network-iou/,GRAM,,,https://telegram.org/,https://test.ton.org/ton.pdf,06/06/2021,,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Telegram,,3/29/2018, $ 850.00 ,#REF!,https://coinmarketcap.com/currencies/telegram-open-network-iou/,GRAM,,,https://telegram.org/,https://test.ton.org/ton.pdf,06/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Tesoro,,5/20/2018, $ 5.00 ,#REF!,,,,,,,05/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Tezos,,7/13/2017, $ 232.00 ,#REF!,https://coinmarketcap.com/currencies/tezos/,XTZ,"1,906,039,966","97,492,210",https://www.tezos.com/,https://tezos.gitlab.io/,06/06/2021,,,,,821.57%,42.02%,5.11%,,,3,,,,,,,,,,
The Bee Token,,2/2/2018, $ 15.00 ,#REF!,https://coinpaprika.com/coin/bee-bee-token/,BEE,"207,614.25",250.67,https://www.beetoken.com/,https://s3-us-west-2.amazonaws.com/beenest-public/whitepaper/bee_whitepaper_v3.pdf,06/06/2021,,,,,1.38%,0.00%,0.12%,,,1,,,,,,,,,,
The DAO,,5/1/2016, $ 152.00 ,#REF!,,,,,,,06/07/2021,No information found,,DEAD,Main reasons for dead coin listing Scam or Other Issues,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
The Deal Coin,,7/27/2018,17.64,#REF!,,,,,,,03/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
The Divi Project (DVIX),,11/25/2017, $ 3.23 ,#REF!,https://coinmarketcap.com/currencies/divi/,DIVI,"138,024,103","532,217",https://www.diviproject.org/,https://wiki.diviproject.org/#whitepaper,06/06/2021,,,,,4273.19%,16.48%,0.39%,,,4,,,,,,,,,,
Thekey.vip,,1/15/2018, $ 22.00 ,#REF!,https://coinmarketcap.com/currencies/thekey/,THEKEY,"8,924,843","46,730",https://www.thekey.vip/,https://www.thekey.vip/sites/default/files/pdf/THEKEY_Whitepaper_171112.pdf,06/06/2021,No information found,,,,40.57%,0.21%,0.52%,,,1,,,,,,,,,,
Themis Network,,4/19/2018, $ 12.00 ,#REF!,https://coinmarketcap.com/currencies/themis/,GET,"2,013,539","37,816",https://themis.network/,,06/06/2021,,,,,16.78%,0.32%,1.88%,,,1,,,,,,,,,,
Theta (THETA),,1/4/2018, $ 20.00 ,#REF!,https://coinmarketcap.com/currencies/theta/,THETA,"8,791,579,274","349,313,252",https://www.thetatoken.org/,https://s3.us-east-2.amazonaws.com/assets.thetatoken.org/Theta-white-paper-latest.pdf,06/06/2021,,,,,43957.90%,1746.57%,3.97%,,,4,,,,,,,,,,
Thor Token,,4/5/2018, $ 21.06 ,#REF!,https://coinmarketcap.com/currencies/thorecoin/,THR,"793,987,701","24,205",https://www.thorecoin.com/,,06/06/2021,,,,,3770.48%,0.11%,0.00%,,,4,,,,,,,,,,
Thrive,,4/5/2018, $ 26.03 ,#REF!,https://coinmarketcap.com/currencies/thrive-token/,THRT,"73,262",no data,https://ico.thrivelabs.io/,,06/06/2021,,,,,0.28%,#VALUE!,#VALUE!,,,1,,,,,,,,,,
Ticko,,7/20/2018,6.03,#REF!,,,,,,,03/06/2021,Inactive,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Tierion,,8/10/2017, $ 25.04 ,#REF!,https://coinpaprika.com/coin/tnt-tierion/,TNT,"51,660,000.00",93683.92,https://tierion.com/,https://tokensale.tierion.com/whitepaper,06/06/2021,,,DEAD,,206.31%,0.37%,0.18%,https://coinmarketcap.com/currencies/tierion/,,3,,,,,,,,,,
Ties.Network (TIE),,10/12/2017, $ 8.29 ,#REF!,https://icomarks.com/ico/tiesnetwork,TIE,,1.26,https://ties.network/?utm_source=icomarks,https://docs.google.com/document/d/1deB6McO4pEH37CnVmfVmuXt190i_uEAekyexRPG3R4M/edit?usp=sharing,06/06/2021,,,,,0.00%,0.00%,#DIV/0!,https://coinmarketcap.com/currencies/tiesdb/,,1,,,,,,,,,,
Time New Bank,,11/21/2017, $ 14.38 ,#REF!,https://coinmarketcap.com/currencies/time-new-bank/,TNB,"13,636,572","1,399,835",http://tnb.fund/,http://tnb.fund/pdf/TNB_business_white_paper_en.pdf,06/06/2021,,,,,94.83%,9.73%,10.27%,,,2,,,,,,,,,,
Titanium Blockchain Infrastructure Services (BAR),,1/31/2018, $ 35.00 ,#REF!,,,,,,,06/06/2021,,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Tokenbox (TBX),,11/7/2017, $ 8.32 ,#REF!,https://coinmarketcap.com/currencies/tokenbox/,TBX,"354,761",0,https://tokenbox.io/,https://tokenbox.io/docs/Tokenbox-WhitePaper-En.pdf,06/06/2021,,,,,4.26%,0.00%,0.00%,,,1,,,,,,,,,,
TokenCard,,5/2/2017, $ 12.70 ,#REF!,https://icomarks.com/ico/tokencard,TKN,,"23,606.11",https://tokencard.io/?utm_source=icomarks,http://tokencard.io/tokencard_whitepaper.pdf,06/06/2021,,,,,0.00%,0.19%,#DIV/0!,,,1,,,,,,,,,,
Tokenomy (TEN),,2/12/2018, $ 13.00 ,#REF!,https://coinmarketcap.com/currencies/tokenomy/,TEN,"30,186,330","4,110,032",https://www.tokenomy.com/,https://www.tokenomy.com/whitepaper/TOKENOMY_WP_en.pdf,06/06/2021,,,,,232.20%,31.62%,13.62%,,,3,,,,,,,,,,
TokenPay,,12/26/2017, $ 28.68 ,#REF!,https://coinmarketcap.com/currencies/tokenpay/,TPAY,"2,551,484","272,668",https://rgt.com/tpay,,06/06/2021,,,,,8.90%,0.95%,10.69%,,,1,,,,,,,,,,
TokenPay (TPAY),,1/17/2018, $ 28.68 ,#REF!,https://coinmarketcap.com/currencies/tokenpay/,TPAY,"2,502,579","272,301",https://rgt.com/tpay,,06/06/2021,,,,,8.73%,0.95%,10.88%,,,1,,,,,,,,,,
Tokens.net (DTR),,12/6/2017, $ 15.00 ,#REF!,https://coinmarketcap.com/exchanges/tokens-net/,,,,https://www.tokens.net/,,06/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
TokenSpeed,,5/11/2018, $ 0.65 ,#REF!,,,,,,,05/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
TokenStars,,10/31/2017, $ 4.90 ,#REF!,https://coinmarketcap.com/currencies/tokenstars/,TEAM,"76,833","2,039",https://tokenstars.com/,https://tokenstars.com/upload/files/team_whitepaper.pdf,06/06/2021,,,,,1.57%,0.04%,2.65%,,,1,,,,,,,,,,
TokenStars TEAM,,3/28/2018, $ 8.20 ,#REF!,https://coinmarketcap.com/currencies/tokenstars/,TEAM,"82,406","1,492",https://tokenstars.com/,https://tokenstars.com/upload/files/team_whitepaper.pdf,06/06/2021,,,,,1.00%,0.02%,1.81%,,,1,,,,,,,,,,
Tokes,,1/14/2017, $ 0.25 ,#REF!,https://coinmarketcap.com/currencies/tokes/,TKS,"18,020,184",19,https://multichain.ventures/,https://multichain.ventures/documents.html,06/07/2021,,,,,7208.07%,0.01%,0.00%,,,4,,,,,,,,,,
TomoCoin,,3/2/2018, $ 8.60 ,#REF!,,,,,,,06/06/2021,,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Trackr,,9/15/2017, $ 0.29 ,#REF!,,,,,,,06/06/2021,Inactive,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
trade.io,,1/4/2018, $ 31.17 ,#REF!,https://coinmarketcap.com/exchanges/trade-io/,,,,https://exchange.trade.io/trade/guest,,06/06/2021,No information found,,DEAD,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
trade.io Pre-sale,,11/26/2017, $ 11.29 ,#REF!,https://coinmarketcap.com/exchanges/trade-io/,,,,https://exchange.trade.io/trade/guest,,06/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Tradershub,,3/26/2018, $ 0.88 ,#REF!,,,,,,,06/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Tradingene,,7/1/2018,1.43,#REF!,https://www.coingecko.com/en/coins/tradingene,TNG,,,https://tradingene.io/?utm_source=coingecko&utm_medium=cpc&utm_campaign=cpm,https://tradingene.io/White_Paper_EN.pdf,04/06/2021,,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
TraDove,,2/28/2018, $ 30.00 ,#REF!,https://coinmarketcap.com/currencies/b2bcoin/,BBC,"3,604,680",,https://www.tradove.com/b2bcoin,https://www.tradove.com/resources/b2bcoin-whitepaper,06/06/2021,,,,,12.02%,0.00%,0.00%,,,1,,,,,,,,,,
TrakInvest (TRAK),,3/20/2018, $ 33.00 ,#REF!,https://coinpaprika.com/coin/trak-trakinvest/,TRAK,"273,556.92",28.29,http://www.trakinvest.ai/,https://trakinvest.ai/files/ti-whitepaper.pdf,06/06/2021,,,,,0.83%,0.00%,0.01%,https://coinmarketcap.com/currencies/trakinvest/,,1,,,,,,,,,,
TravelBlock,,7/18/2018,25.2,#REF!,,,,,,,03/06/2021,No information found,,DEAD,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Traxia Membership Token,,6/2/2018, $ 15.10 ,#REF!,https://etherscan.io/token/0x3209f98bebf0149b769ce26d71f7aea8e435efea,TMT,"748,600.00",,https://www.traxia.co/,https://docs.wixstatic.com/ugd/baba69_f604ea0132b34cd2bf46fd89948a6e47.pdf,04/06/2021,,,,,4.96%,0.00%,0.00%,,,1,,,,,,,,,,
Trinity (TNC),,1/14/2018, $ 20.00 ,#REF!,https://coinmarketcap.com/currencies/trinity-network-credit/,TNC,"1,262,531","88,236",https://trinity.tech/,https://trinity.tech/file/WhitePaperDraft.pdf,06/06/2021,,,,,6.31%,0.44%,6.99%,,,1,,,,,,,,,,
Tripago,,7/15/2018,8.12,#REF!,,,,,,,04/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
TrueFlip,,7/28/2017, $ 4.04 ,#REF!,https://coinmarketcap.com/currencies/trueflip/,TFL,"2,654,241",,https://trueflip.io/,https://trueflip.io/TrueFlip_WP.pdf,06/06/2021,,,,,65.70%,0.00%,0.00%,,,1,,,,,,,,,,
TrustedHealth,,4/27/2018, $ 1.25 ,#REF!,,,,,,,06/06/2021,Inactive,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
TTC Protocol,,5/18/2018, $ 19.11 ,#REF!,https://coinmarketcap.com/currencies/ttcrypto/,TTC,"10,998,859.00","1,496",https://www.ttcrypto.io/,https://ttcrypto.app/static/media/TTCryptoWhitePaper.5f97501b.pdf,05/06/2021,,,,,57.56%,0.01%,0.01%,,,1,,,,,,,,,,
TV-TWO,,7/24/2018,8.7,#REF!,https://coinmarketcap.com/currencies/tv-two/,TTV,,,https://tv-two.com/,https://tv-two.com/TV_Whitepaper.pdf,03/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
UBIATAR,,6/8/2018, $ 12.00 ,#REF!,https://etherscan.io/token/0x4297a285db467eB779FCc45F69A169bd8dCCd0e9,UAC,,,http://ubiatarplay.io/,http://ubiatarplay.io/wp-content/uploads/2018/05/ubiatarplay_whitepaper_eng_4.6-1.pdf,04/06/2021,,,DEAD,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
uKit,,5/1/2018, $ 2.50 ,#REF!,,,,,,,06/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Unibright,,5/2/2018, $ 13.54 ,#REF!,https://coinmarketcap.com/currencies/unibright//,UBT,"170,106,656.67","862,578.39",https://unibright.io/,https://unibright.io/download/unibright_whitepaper.pdf,06/06/2021,,,,,1256.33%,6.37%,0.51%,,,4,,,,,,,,,,
UnikoinGold (UKG),,10/23/2017, $ 31.59 ,#REF!,https://etherscan.io/token/0x24692791bc444c5cd0b81e3cbcaba4b04acd1f3b,UKG,"5,601,630.00",,https://unikoingold.com/,https://unikoingold.com/whitepaper,06/06/2021,,,,,17.73%,0.00%,0.00%,https://coinmarketcap.com/currencies/unikoin-gold/,,1,,,,,,,,,,
Universa (UTN),,12/8/2017, $ 28.68 ,#REF!,https://coinmarketcap.com/currencies/universa/,UTNP,"18,750,008","2,340",https://universablockchain.com/,https://universablockchain.com/files/whitepaper.pdf,06/06/2021,,,,,65.38%,0.01%,0.01%,,,1,,,,,,,,,,
Universal Labs,,7/6/2018,19.07,#REF!,,,,,,,04/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
uooMAG (UMC),,9/30/2017, $ 20.00 ,#REF!,,,,,,,06/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Uptoken (UP),,11/10/2017, $ 18.93 ,#REF!,https://coinmarketcap.com/currencies/uptoken/,UP,"380,770",56,https://uptoken.org/,https://uptoken.org/UpToken-whitepaper.pdf,06/06/2021,,,,,2.01%,0.00%,0.01%,,,1,,,,,,,,,,
UQUID Eco System (UQC),,11/7/2017, $ 17.80 ,#REF!,https://coinmarketcap.com/currencies/uquid-coin/,UQC,"892,306,187","8,037,990",https://uquidcoin.com/,https://uquidcoin.com/pdf/UQC%20-%20Whitepaper.pdf,06/06/2021,,,,,5012.96%,45.16%,0.90%,,,4,,,,,,,,,,
UTRUST,,11/20/2017, $ 21.00 ,#REF!,https://coinmarketcap.com/currencies/utrust/,UTK,"169,690,097","7,789,459",https://utrust.com/,https://utrust.com/static/UTRUST-whitepaper-en-2017-11-02-2ae02efb0e0203893bdba1f54000f2b4.pdf,06/06/2021,,,,,808.05%,37.09%,4.59%,,,3,,,,,,,,,,
Uttoken,,12/25/2017, $ 30.85 ,#REF!,https://coinmarketcap.com/currencies/uttoken/,UTT,"36,179,428","1,127",https://uttoken.io/,https://investment-prod.s3.amazonaws.com/whitepaper/Whitepaper_Full-version_en.pdf,06/06/2021,,,,,117.26%,0.00%,0.00%,,,3,,,,,,,,,,
VALID (VLD),,3/10/2018, $ 10.73 ,#REF!,https://coinranking.com/coin/kDdNimGRL1gCd+valid-vld,VLD,"5,010,000",373.36,,,06/06/2021,,,,,46.69%,0.00%,0.01%,,,1,,,,,,,,,,
vDice,,12/15/2016, $ 1.65 ,#REF!,,,,,,,06/07/2021,Inactive,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Verasity,,7/11/2018,4,#REF!,https://coinmarketcap.com/currencies/verasity/,VRA,"184,889,780.40","35,131,659.55",https://www.verasity.io/,https://verasity.io/documents/verasity_whitepaper_eng.pdf,04/06/2021,,,,,4622.24%,878.29%,19.00%,,,4,,,,,,,,,,
Verify,,12/6/2017, $ 2.50 ,#REF!,https://coinpaprika.com/coin/cred-verify/,CRED,"539,824.47",0.105325,https://verify.as/,https://verify.as/files/whitepaper.pdf,06/06/2021,,,,Main reasons for dead coin listing ICO Fail or Short Lived.,21.59%,0.00%,0.00%,https://coinmarketcap.com/currencies/verify/,,1,,,,,,,,,,
Veritaseum,,5/26/2017, $ 9.58 ,#REF!,https://coinmarketcap.com/currencies/veritaseum/,VERI,"1,789,869,488","2,775",http://veritas.veritaseum.com/,,06/06/2021,,,,,18683.40%,0.03%,0.00%,,,4,,,,,,,,,,
Vestarin,,4/4/2018, $ 2.08 ,#REF!,,,,,,,06/06/2021,Inactive,,,Main reasons for dead coin listing Joke or No Purpose.,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Vezt,,12/3/2017, $ 1.38 ,#REF!,https://coinpaprika.com/coin/vzt-vezt/,VZT,"1,539,175.60",4.86,https://vezt.co/,https://vezt.co/whitepapers/,06/06/2021,,,,,111.56%,0.00%,0.00%,https://coinmarketcap.com/currencies/vezt/,,3,,,,,,,,,,
Viberate,,9/5/2017, $ 10.71 ,#REF!,https://coinmarketcap.com/currencies/viberate/,VIB,"10,727,230","1,125,462",https://www.viberate.com/,https://www.viberate.io/pdf/Viberate.io_Whitepaper.pdf,06/06/2021,,,,,100.16%,10.51%,10.49%,,,3,,,,,,,,,,
Viberate (VIB),,10/4/2017, $ 12.00 ,#REF!,https://coinmarketcap.com/currencies/viberate/,VIB,"10,679,850","1,088,912",https://www.viberate.com/,https://www.viberate.io/pdf/Viberate.io_Whitepaper.pdf,06/06/2021,,,,,89.00%,9.07%,10.20%,,,2,,,,,,,,,,
Vice Industry (VIT),,3/20/2018, $ 14.40 ,#REF!,,,,,,,06/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
VideoCoin,,5/11/2018, $ 50.00 ,#REF!,https://coinmarketcap.com/currencies/videocoin/,VID,"89,774,275","205,998",https://videocoin.io/,https://storage.googleapis.com/videocoin-preico/VideoCoin-Whitepaper.pdf,05/06/2021,,,,,179.55%,0.41%,0.23%,,,3,,,,,,,,,,
Viewly,,3/22/2018, $ 12.00 ,#REF!,https://neironix.io/cryptocurrency/viewly,VIEW,"2,270,502.80",3 239.8,https://view.ly/,https://view.ly/Whitepaper.pdf,06/06/2021,,https://etherscan.io/token/0xf03f8d65bafa598611c3495124093c56e8f638f0,,,18.92%,#VALUE!,#VALUE!,,,1,,,,,,,,,,
VinChain,,4/15/2018, $ 6.20 ,#REF!,https://coinmarketcap.com/currencies/vinchain/,VIN,"3,946,779","217,512",https://vinchain.io/,,06/06/2021,,,,,63.69%,3.51%,5.51%,,,1,,,,,,,,,,
Virtual Accelerator,,12/21/2016, $ 0.65 ,#REF!,,,,,,,06/07/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Virtue Poker,,5/9/2018, $ 18.55 ,#REF!,https://coinmarketcap.com/currencies/virtue-poker/,VPP,"183,120,543","612,575",https://virtue.poker/,https://docs.google.com/document/d/1szNUnoGinpjULyzUJfmWl4jUYKVbxUe-nSXtXBwjnF0/edit?usp=sharing,05/06/2021,,,,,987.17%,3.30%,0.33%,,,3,,,,,,,,,,
VIRUS,,7/3/2018,20,#REF!,,,,,,,04/06/2021,No information found,,DEAD,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
VISO,,7/1/2018,1,#REF!,,,,,,,04/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
VLB Token,,12/17/2017, $ 3.51 ,#REF!,,,,,,,06/06/2021,No information found,,,Main reasons for dead coin listing Scam or Other Issues,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
VLB Token,,4/9/2018, $ 1.99 ,#REF!,,,,,,,06/06/2021,No information found,,,Main reasons for dead coin listing Scam or Other Issues,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
VOISE,,6/6/2017, $ 0.41 ,#REF!,https://coinpaprika.com/coin/voise-voise/,VOISE,"2,129.99",6.96,http://www.voise.com/,https://voise.com/whitepaper-voise.pdf,06/06/2021,,,DEAD,Main reasons for dead coin listing Abandoned or No Volume.,0.52%,0.00%,0.33%,https://coinmarketcap.com/currencies/voisecom/,,1,,,,,,,,,,
VVToken,,7/7/2018,6.1,#REF!,,,,,,,04/06/2021,No information found,,,Main reasons for dead coin listing ICO Fail or Short Lived.,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
WaBi,,11/30/2017, $ 11.50 ,#REF!,https://coinmarketcap.com/currencies/wabi/,WABI,"23,712,180","775,941",https://wabi.io/,,06/06/2021,,,,,206.19%,6.75%,3.27%,,,3,,,,,,,,,,
Wagerr,,6/25/2017, $ 9.92 ,#REF!,https://coinmarketcap.com/currencies/wagerr/,WGR,"9,869,808","10,380",https://www.wagerr.com/,https://www.wagerr.com/wagerr_whitepaper_v1.pdf,06/06/2021,,,,,99.49%,0.10%,0.11%,,,2,,,,,,,,,,
Wala,,12/11/2017, $ 1.20 ,#REF!,,,,,,,06/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
WallChain,,7/30/2018,1,#REF!,,,,,,,03/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
Wanchain,,10/4/2017, $ 35.99 ,#REF!,https://coinmarketcap.com/currencies/wanchain/,WAN,"179,307,413","2,252,872",https://wanchain.org/,https://www.explorewanchain.org/#/,06/06/2021,,,,,498.21%,6.26%,1.26%,,,3,,,,,,,,,,
Waves,,6/1/2016, $ 16.00 ,#REF!,https://coinmarketcap.com/currencies/waves/,WAVES,"1,662,975,194","346,726,428",https://waves.tech/,https://docs.wavesprotocol.org/en/,06/07/2021,,,,,10393.59%,2167.04%,20.85%,,,4,,,,,,,,,,
WAX (WAX),,11/29/2017, $ 45.36 ,#REF!,https://coinmarketcap.com/currencies/wax/,WAXP,"601,292,326","1,983,928",https://wax.io/,https://developer.wax.io/api-docs-tools/,06/06/2021,,,,,1325.60%,4.37%,0.33%,,,4,,,,,,,,,,
Wealth Migrate,,5/21/2018, $ 3.37 ,#REF!,,,,,,,05/06/2021,No information found,,,,0.00%,0.00%,#DIV/0!,,,1,,,,,,,,,,
WePower,,2/1/2018, $ 40.00 ,#REF!,https://coinmarketcap.com/currencies/wepower/,WPR,"14,325,880.61","321,126.01",https://wepower.network/,https://drive.google.com/file/d/0B_OW_EddXO5RWWFVQjJGZXpQT3c/view,06/06/2021,,,,,35.81%,0.80%,2.24%,,,1,,,,,,,,,,
WePower Pre-sale,,10/23/2017, $ 3.00 ,#REF!,https://coinmarketcap.com/currencies/wepower/,WPR,"15,552,107","646,826",https://wepower.network/,https://drive.google.com/file/d/0B_OW_EddXO5RWWFVQjJGZXpQT3c/view,06/06/2021,,,,,518.40%,21.56%,4.16%,,,3,,,,,,,,,,
WeTrust,,4/12/2017, $ 4.66 ,#REF!,https://coinmarketcap.com/currencies/trust/,TRST,"791,661",0,https://www.wetrust.io/,https://github.com/WeTrustPlatform/documents/blob/master/WeTrustWhitePaper.pdf,06/07/2021,,,,,16.99%,0.00%,0.00%,,,1,,,,,,,,,,
Winding Tree (LIF),,2/15/2018, $ 14.00 ,#REF!,https://coinpaprika.com/coin/lif-winding-tree/,LIF,"6,209,367.64",234.65,http://windingtree.com/,https://windingtree.com/files/White_Paper_EN.pdf,06/06/2021,,,,,44.35%,0.00%,0.00%,,,1,,,,,,,,,,
Wings,,1/6/2017, $ 2.07 ,#REF!,https://coinmarketcap.com/currencies/wings/,WINGS,"4,604,423","67,658",https://wings.ai/,https://wingsfoundation.ch/docs/WINGS_Whitepaper_V1.1.2_en.pdf,06/07/2021,,,,,222.44%,3.27%,1.47%,,,3,,,,,,,,,,
